hourly_prod_id,date,session,shift_supervision_id,operator_id,team_lead_id,workshop_id,line_id,hour_index,theoretical_production,actual_production,reliability_target,non_production_minutes,explained_minutes,unexplained_minutes,reliability_rate,reliability_gap,explained_ratio,unexplained_ratio
HP_c22caf74,2026-01-08,SOIR,SS_a9d63ddb,OP_003,TL_001,W_CAM,L_CAM_A,4,1020,543,0.55,28,23,5,0.5323529411764706,-0.01764705882352946,0.8214285714285714,0.17857142857142858
HP_6d9332c6,2026-01-08,SOIR,SS_a9d63ddb,OP_003,TL_001,W_CAM,L_CAM_A,5,1020,557,0.55,27,22,5,0.546078431372549,-0.0039215686274510775,0.8148148148148148,0.18518518518518517
HP_b83d8a3e,2026-01-08,SOIR,SS_a9d63ddb,OP_003,TL_001,W_CAM,L_CAM_A,6,1020,589,0.55,25,19,6,0.5774509803921568,0.027450980392156765,0.76,0.24
HP_959deffc,2026-01-08,SOIR,SS_a9d63ddb,OP_003,TL_001,W_CAM,L_CAM_A,7,1020,512,0.55,29,18,11,0.5019607843137255,-0.04803921568627456,0.6206896551724138,0.3793103448275862
HP_0822d5c6,2026-01-08,NUIT,SS_638917cf,OP_004,TL_002,W_OV,L_OV_Y,0,1560,1560,0.63,0,0,0,1.0,0.37,0.0,0.0
HP_3f4fa232,2026-01-08,NUIT,SS_638917cf,OP_004,TL_002,W_OV,L_OV_Y,1,1560,992,0.63,21,13,8,0.6358974358974359,0.005897435897435854,0.6190476190476191,0.38095238095238093
HP_f9c11f10,2026-01-08,NUIT,SS_638917cf,OP_004,TL_002,W_OV,L_OV_Y,2,1560,999,0.63,21,18,3,0.6403846153846153,0.010384615384615326,0.8571428571428571,0.14285714285714285
HP_ee3c4bf6,2026-01-08,NUIT,SS_638917cf,OP_004,TL_002,W_OV,L_OV_Y,3,1560,908,0.63,25,17,8,0.5820512820512821,-0.04794871794871791,0.68,0.32
HP_3139832d,2026-01-08,NUIT,SS_638917cf,OP_004,TL_002,W_OV,L_OV_Y,4,1560,1012,0.63,21,16,5,0.6487179487179487,0.01871794871794874,0.7619047619047619,0.23809523809523808
HP_c57a3ae0,2026-01-08,NUIT,SS_638917cf,OP_004,TL_002,W_OV,L_OV_Y,5,1560,1026,0.63,20,14,6,0.6576923076923077,0.027692307692307683,0.7,0.3
HP_5a6398e7,2026-01-08,NUIT,SS_638917cf,OP_004,TL_002,W_OV,L_OV_Y,6,1560,983,0.63,22,15,7,0.6301282051282051,0.00012820512820510555,0.6818181818181818,0.3181818181818182
HP_92e1085e,2026-01-08,NUIT,SS_638917cf,OP_004,TL_002,W_OV,L_OV_Y,7,1560,972,0.63,22,15,7,0.6230769230769231,-0.006923076923076921,0.6818181818181818,0.3181818181818182
HP_edd49aec,2026-01-09,MATIN,SS_71080799,OP_005,TL_003,W_PORTION,L_PORTION_1,0,900,900,0.66,0,0,0,1.0,0.33999999999999997,0.0,0.0
HP_744104bb,2026-01-09,MATIN,SS_71080799,OP_005,TL_003,W_PORTION,L_PORTION_1,1,900,635,0.66,17,11,6,0.7055555555555556,0.04555555555555557,0.6470588235294118,0.35294117647058826
HP_a2e0a62f,2026-01-09,MATIN,SS_71080799,OP_005,TL_003,W_PORTION,L_PORTION_1,2,900,590,0.66,20,16,4,0.6555555555555556,-0.004444444444444473,0.8,0.2
HP_a0ec4464,2026-01-09,MATIN,SS_71080799,OP_005,TL_003,W_PORTION,L_PORTION_1,3,900,571,0.66,21,18,3,0.6344444444444445,-0.025555555555555554,0.8571428571428571,0.14285714285714285
HP_30bf3ece,2026-01-09,MATIN,SS_71080799,OP_005,TL_003,W_PORTION,L_PORTION_1,4,900,600,0.66,20,16,4,0.6666666666666666,0.006666666666666599,0.8,0.2
HP_6db28be3,2026-01-09,MATIN,SS_71080799,OP_005,TL_003,W_PORTION,L_PORTION_1,5,900,565,0.66,22,14,8,0.6277777777777778,-0.03222222222222226,0.6363636363636364,0.36363636363636365
HP_eecf1f7f,2026-01-09,MATIN,SS_71080799,OP_005,TL_003,W_PORTION,L_PORTION_1,6,900,599,0.66,20,15,5,0.6655555555555556,0.005555555555555536,0.75,0.25
HP_d66b1c51,2026-01-09,MATIN,SS_71080799,OP_005,TL_003,W_PORTION,L_PORTION_1,7,900,592,0.66,20,16,4,0.6577777777777778,-0.0022222222222222365,0.8,0.2
HP_103fbc80,2026-01-09,SOIR,SS_13847add,OP_006,TL_001,W_CAM,L_CAM_A,0,1020,1020,0.55,0,0,0,1.0,0.44999999999999996,0.0,0.0
HP_98c0002a,2026-01-09,SOIR,SS_13847add,OP_006,TL_001,W_CAM,L_CAM_A,1,1020,590,0.55,25,15,10,0.5784313725490197,0.028431372549019618,0.6,0.4
HP_64e8a9c0,2026-01-09,SOIR,SS_13847add,OP_006,TL_001,W_CAM,L_CAM_A,2,1020,547,0.55,27,20,7,0.5362745098039216,-0.013725490196078494,0.7407407407407407,0.25925925925925924
HP_6cea62c0,2026-01-09,SOIR,SS_13847add,OP_006,TL_001,W_CAM,L_CAM_A,3,1020,581,0.55,25,17,8,0.5696078431372549,0.019607843137254832,0.68,0.32
HP_a6db1809,2026-01-09,SOIR,SS_13847add,OP_006,TL_001,W_CAM,L_CAM_A,4,1020,542,0.55,28,23,5,0.5313725490196078,-0.0186274509803922,0.8214285714285714,0.17857142857142858
HP_502dc1c4,2026-01-09,SOIR,SS_13847add,OP_006,TL_001,W_CAM,L_CAM_A,5,1020,583,0.55,25,22,3,0.5715686274509804,0.021568627450980316,0.88,0.12
HP_a2bf14e2,2026-01-09,SOIR,SS_13847add,OP_006,TL_001,W_CAM,L_CAM_A,6,1020,528,0.55,28,16,12,0.5176470588235295,-0.032352941176470584,0.5714285714285714,0.42857142857142855
HP_a0807dfa,2026-01-09,SOIR,SS_13847add,OP_006,TL_001,W_CAM,L_CAM_A,7,1020,598,0.55,24,17,7,0.5862745098039216,0.03627450980392155,0.7083333333333334,0.2916666666666667
HP_993237bc,2026-01-09,NUIT,SS_798ef61a,OP_007,TL_002,W_OV,L_OV_ES,0,1500,1500,0.65,0,0,0,1.0,0.35,0.0,0.0
HP_667bf9e0,2026-01-09,NUIT,SS_798ef61a,OP_007,TL_002,W_OV,L_OV_ES,1,1500,951,0.65,21,18,3,0.634,-0.016000000000000014,0.8571428571428571,0.14285714285714285
HP_f38ae609,2026-01-09,NUIT,SS_798ef61a,OP_007,TL_002,W_OV,L_OV_ES,2,1500,1023,0.65,19,13,6,0.682,0.03200000000000003,0.6842105263157895,0.3157894736842105
HP_369f41df,2026-01-09,NUIT,SS_798ef61a,OP_007,TL_002,W_OV,L_OV_ES,3,1500,1049,0.65,18,11,7,0.6993333333333334,0.04933333333333334,0.6111111111111112,0.3888888888888889
HP_320ae401,2026-01-09,NUIT,SS_798ef61a,OP_007,TL_002,W_OV,L_OV_ES,4,1500,1036,0.65,18,12,6,0.6906666666666667,0.04066666666666663,0.6666666666666666,0.3333333333333333
HP_1f54d76a,2026-01-09,NUIT,SS_798ef61a,OP_007,TL_002,W_OV,L_OV_ES,5,1500,985,0.65,20,12,8,0.6566666666666666,0.006666666666666599,0.6,0.4
