hourly_prod_id,date,session,shift_supervision_id,operator_id,team_lead_id,workshop_id,line_id,hour_index,theoretical_production,actual_production,reliability_target,non_production_minutes,explained_minutes,unexplained_minutes,reliability_rate,reliability_gap,explained_ratio,unexplained_ratio
HP_bb559973,2026-01-08,NUIT,SS_0e31e412,OP_004,TL_002,CAMEMBERT,L_CAM_B,0,1080,1080,0.57,0,0,0,1.0,0.43000000000000005,0.0,0.0
HP_b58933a8,2026-01-08,NUIT,SS_0e31e412,OP_004,TL_002,CAMEMBERT,L_CAM_B,1,1080,568,0.57,28,22,6,0.5259259259259259,-0.04407407407407404,0.7857142857142857,0.21428571428571427
HP_c3ad4114,2026-01-08,NUIT,SS_0e31e412,OP_004,TL_002,CAMEMBERT,L_CAM_B,2,1080,648,0.57,24,15,9,0.6,0.030000000000000027,0.625,0.375
HP_82dd7935,2026-01-08,NUIT,SS_0e31e412,OP_004,TL_002,CAMEMBERT,L_CAM_B,3,1080,582,0.57,27,20,7,0.5388888888888889,-0.03111111111111109,0.7407407407407407,0.25925925925925924
HP_36f531b1,2026-01-08,NUIT,SS_0e31e412,OP_004,TL_002,CAMEMBERT,L_CAM_B,4,1080,576,0.57,28,18,10,0.5333333333333333,-0.036666666666666625,0.6428571428571429,0.35714285714285715
HP_d2a5ed60,2026-01-08,NUIT,SS_0e31e412,OP_004,TL_002,CAMEMBERT,L_CAM_B,5,1080,611,0.57,26,22,4,0.5657407407407408,-0.004259259259259185,0.8461538461538461,0.15384615384615385
HP_75dcda75,2026-01-08,NUIT,SS_0e31e412,OP_004,TL_002,CAMEMBERT,L_CAM_B,6,1080,569,0.57,28,23,5,0.5268518518518519,-0.04314814814814805,0.8214285714285714,0.17857142857142858
HP_26db2ffb,2026-01-08,NUIT,SS_0e31e412,OP_004,TL_002,CAMEMBERT,L_CAM_B,7,1080,654,0.57,23,14,9,0.6055555555555555,0.03555555555555556,0.6086956521739131,0.391304347826087
HP_1bb3637b,2026-01-09,MATIN,SS_0719d4c6,OP_005,TL_003,PORTION,L_PORTION_1,0,900,900,0.66,0,0,0,1.0,0.33999999999999997,0.0,0.0
HP_52f140ac,2026-01-09,MATIN,SS_0719d4c6,OP_005,TL_003,PORTION,L_PORTION_1,1,900,607,0.66,19,14,5,0.6744444444444444,0.014444444444444371,0.7368421052631579,0.2631578947368421
HP_3f32ed1e,2026-01-09,MATIN,SS_0719d4c6,OP_005,TL_003,PORTION,L_PORTION_1,2,900,550,0.66,23,14,9,0.6111111111111112,-0.04888888888888887,0.6086956521739131,0.391304347826087
HP_c5e9221c,2026-01-09,MATIN,SS_0719d4c6,OP_005,TL_003,PORTION,L_PORTION_1,3,900,616,0.66,18,12,6,0.6844444444444444,0.02444444444444438,0.6666666666666666,0.3333333333333333
HP_e251cd4f,2026-01-09,MATIN,SS_0719d4c6,OP_005,TL_003,PORTION,L_PORTION_1,4,900,585,0.66,21,15,6,0.65,-0.010000000000000009,0.7142857142857143,0.2857142857142857
HP_6a0ce3d7,2026-01-09,MATIN,SS_0719d4c6,OP_005,TL_003,PORTION,L_PORTION_1,5,900,626,0.66,18,15,3,0.6955555555555556,0.03555555555555556,0.8333333333333334,0.16666666666666666
HP_0741b3c0,2026-01-09,MATIN,SS_0719d4c6,OP_005,TL_003,PORTION,L_PORTION_1,6,900,563,0.66,22,13,9,0.6255555555555555,-0.0344444444444445,0.5909090909090909,0.4090909090909091
HP_3967fba6,2026-01-09,MATIN,SS_0719d4c6,OP_005,TL_003,PORTION,L_PORTION_1,7,900,584,0.66,21,18,3,0.6488888888888888,-0.011111111111111183,0.8571428571428571,0.14285714285714285
HP_e6dd9686,2026-01-09,SOIR,SS_b7cc04cd,OP_006,TL_001,OVALE,L_OV_MS,0,1200,1200,0.6,0,0,0,1.0,0.4,0.0,0.0
HP_ff57bdbe,2026-01-09,SOIR,SS_b7cc04cd,OP_006,TL_001,OVALE,L_OV_MS,1,1200,754,0.6,22,15,7,0.6283333333333333,0.02833333333333332,0.6818181818181818,0.3181818181818182
HP_f5f82f08,2026-01-09,SOIR,SS_b7cc04cd,OP_006,TL_001,OVALE,L_OV_MS,2,1200,743,0.6,22,18,4,0.6191666666666666,0.019166666666666665,0.8181818181818182,0.18181818181818182
HP_a067278d,2026-01-09,SOIR,SS_b7cc04cd,OP_006,TL_001,OVALE,L_OV_MS,3,1200,754,0.6,22,17,5,0.6283333333333333,0.02833333333333332,0.7727272727272727,0.22727272727272727
HP_5182f9fc,2026-01-09,SOIR,SS_b7cc04cd,OP_006,TL_001,OVALE,L_OV_MS,4,1200,718,0.6,24,15,9,0.5983333333333334,-0.0016666666666665941,0.625,0.375
HP_036ad696,2026-01-09,SOIR,SS_b7cc04cd,OP_006,TL_001,OVALE,L_OV_MS,5,1200,686,0.6,25,15,10,0.5716666666666667,-0.02833333333333332,0.6,0.4
HP_60c28d78,2026-01-09,SOIR,SS_b7cc04cd,OP_006,TL_001,OVALE,L_OV_MS,6,1200,748,0.6,22,13,9,0.6233333333333333,0.023333333333333317,0.5909090909090909,0.4090909090909091
HP_29afda19,2026-01-09,SOIR,SS_b7cc04cd,OP_006,TL_001,OVALE,L_OV_MS,7,1200,697,0.6,25,15,10,0.5808333333333333,-0.019166666666666665,0.6,0.4
HP_1cb4abc1,2026-01-09,NUIT,SS_f96ed236,OP_007,TL_002,CAMEMBERT,L_CAM_B,0,1080,1080,0.57,0,0,0,1.0,0.43000000000000005,0.0,0.0
HP_5492654d,2026-01-09,NUIT,SS_f96ed236,OP_007,TL_002,CAMEMBERT,L_CAM_B,1,1080,613,0.57,25,21,4,0.5675925925925925,-0.0024074074074074137,0.84,0.16
HP_4fc4109c,2026-01-09,NUIT,SS_f96ed236,OP_007,TL_002,CAMEMBERT,L_CAM_B,2,1080,618,0.57,25,15,10,0.5722222222222222,0.0022222222222222365,0.6,0.4
HP_3d8ba0ba,2026-01-09,NUIT,SS_f96ed236,OP_007,TL_002,CAMEMBERT,L_CAM_B,3,1080,616,0.57,25,21,4,0.5703703703703704,0.0003703703703704653,0.84,0.16
HP_0c959a41,2026-01-09,NUIT,SS_f96ed236,OP_007,TL_002,CAMEMBERT,L_CAM_B,4,1080,569,0.57,28,17,11,0.5268518518518519,-0.04314814814814805,0.6071428571428571,0.39285714285714285
HP_b1aaf07b,2026-01-09,NUIT,SS_f96ed236,OP_007,TL_002,CAMEMBERT,L_CAM_B,5,1080,654,0.57,23,16,7,0.6055555555555555,0.03555555555555556,0.6956521739130435,0.30434782608695654
HP_d6059da1,2026-01-09,NUIT,SS_f96ed236,OP_007,TL_002,CAMEMBERT,L_CAM_B,6,1080,663,0.57,23,17,6,0.6138888888888889,0.04388888888888898,0.7391304347826086,0.2608695652173913
HP_1aabb7d3,2026-01-09,NUIT,SS_f96ed236,OP_007,TL_002,CAMEMBERT,L_CAM_B,7,1080,624,0.57,25,15,10,0.5777777777777777,0.007777777777777772,0.6,0.4
HP_f7b841b1,2026-01-10,SD,SS_6d3e99fb,OP_008,TL_003,PORTION,L_PORTION_2,0,960,960,0.68,0,0,0,1.0,0.31999999999999995,0.0,0.0
HP_546f8fb5,2026-01-10,SD,SS_6d3e99fb,OP_008,TL_003,PORTION,L_PORTION_2,1,960,612,0.68,21,16,5,0.6375,-0.04250000000000009,0.7619047619047619,0.23809523809523808
HP_a40085d9,2026-01-10,SD,SS_6d3e99fb,OP_008,TL_003,PORTION,L_PORTION_2,2,960,635,0.68,20,13,7,0.6614583333333334,-0.01854166666666668,0.65,0.35
HP_9e356c91,2026-01-10,SD,SS_6d3e99fb,OP_008,TL_003,PORTION,L_PORTION_2,3,960,630,0.68,20,12,8,0.65625,-0.02375000000000005,0.6,0.4
